City_ID,City,Country,Lat,Lng,Max Temp,Humidity,cloudiness,wind Speed,Current Description
468,Zhanaozen,KZ,43.3,52.8,29.88,28,3,12.82,clear sky
469,Kozulka,UA,50.0351,23.797,41.32,75,98,8.52,overcast clouds
470,Okato,NZ,-39.2,173.8833,62.42,75,89,10.18,overcast clouds
471,Baykit,RU,61.67,96.37,18.73,95,100,6.24,snow
472,Tukrah,LY,32.5341,20.5791,75.99,40,55,3.83,broken clouds
473,Mbandaka,CD,0.0487,18.2603,71.13,92,91,2.19,light rain
474,Worthington,US,40.0931,-83.018,44.06,69,0,5.41,clear sky
475,Luganville,VU,-15.5333,167.1667,82.78,71,100,3.22,overcast clouds
476,Koumra,TD,8.9126,17.5539,75.49,75,74,4.0,broken clouds
477,Kulhudhuffushi,MV,6.6221,73.07,81.81,79,83,16.24,broken clouds
478,Tura,IN,25.5198,90.2201,60.69,92,52,3.47,broken clouds
479,Gat,IL,31.61,34.7642,73.4,59,0,4.85,clear sky
480,Manama,BH,26.2154,50.5832,76.98,63,0,0.0,clear sky
481,Laela,TZ,-8.5667,32.05,66.61,43,57,3.49,broken clouds
482,Rumphi,MW,-11.0186,33.8575,68.52,45,7,4.18,clear sky
483,Araouane,ML,18.9048,-3.5265,80.83,19,20,10.18,few clouds
484,Villa Sandino,NI,12.0483,-84.9936,81.77,93,65,7.96,broken clouds
485,North Bend,US,43.4065,-124.2243,57.85,92,90,5.75,overcast clouds
486,Port Hedland,AU,-20.3167,118.5667,86.05,42,14,11.5,few clouds
487,Youkounkoun,GN,12.5333,-13.1333,77.2,77,62,3.96,broken clouds
488,Beringovskiy,RU,63.05,179.3167,1.92,80,50,5.19,scattered clouds
489,Shingu,JP,33.7333,135.9833,58.19,58,85,4.43,overcast clouds
490,Eshowe,ZA,-28.8865,31.4699,63.14,96,72,3.74,broken clouds
491,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,68,40,8.95,scattered clouds
492,Zyryanka,RU,65.75,150.85,9.73,77,83,11.86,broken clouds
493,Vestmanna,FO,62.1564,-7.1664,38.32,93,75,1.14,broken clouds
494,Florestopolis,BR,-22.8633,-51.3872,81.01,82,53,6.55,broken clouds
495,Abha,SA,18.2164,42.5053,57.02,50,0,0.0,clear sky
496,Santa Maria,BR,-29.6842,-53.8069,78.1,65,75,8.05,broken clouds
497,Harnosand,SE,62.6323,17.9379,39.0,72,100,12.24,overcast clouds
498,Pokrovskoye,RU,47.4157,38.8971,52.81,86,100,8.1,overcast clouds
499,Road Town,VG,18.4167,-64.6167,81.0,94,40,9.22,scattered clouds
500,Kirovskiy,RU,45.0917,133.5136,45.79,68,60,7.83,broken clouds
501,Andenes,NO,69.3143,16.1194,38.07,87,90,6.91,overcast clouds
502,Pathein,MM,16.7833,94.7333,74.89,91,81,4.27,broken clouds
503,Jizan,SA,17.3333,42.6667,83.34,61,31,1.86,scattered clouds
504,Wonthaggi,AU,-38.6044,145.5913,79.2,65,89,9.95,overcast clouds
505,Pahrump,US,36.2083,-115.9839,80.65,19,0,8.12,clear sky
506,Huntsville,US,34.7304,-86.5861,53.82,81,90,5.01,overcast clouds
507,Port Hawkesbury,CA,45.6169,-61.3485,42.58,80,90,5.01,overcast clouds
508,Devils Lake,US,48.1128,-98.8651,51.91,84,90,13.0,overcast clouds
509,Payakumbuh,ID,-0.2202,100.6308,71.06,91,100,2.93,overcast clouds
510,Kwekwe,ZW,-18.9281,29.8149,69.48,30,63,3.42,broken clouds
511,Tete,MZ,-16.1564,33.5867,82.06,50,6,7.47,clear sky
512,Griffith,US,41.5284,-87.4237,48.88,68,1,4.61,clear sky
513,Bonthe,SL,7.5264,-12.505,79.09,83,56,3.02,light rain
514,Lokosovo,RU,61.1333,74.8167,30.69,95,99,10.4,overcast clouds
515,Linguere,SN,15.3953,-15.1193,84.09,24,23,7.05,few clouds
516,Yelovo,RU,57.0538,54.9207,36.63,61,100,18.95,overcast clouds
517,San Andres,CO,12.5847,-81.7006,84.22,74,20,6.91,few clouds
518,Bilibino,RU,68.0546,166.4372,-11.22,99,80,3.74,broken clouds
519,Kalmunai,LK,7.4167,81.8167,77.97,84,94,3.74,overcast clouds
520,Eyl,SO,7.9803,49.8164,74.71,78,1,5.97,clear sky
521,Sibolga,ID,1.7427,98.7792,75.83,91,100,1.34,overcast clouds
522,Safranbolu,TR,41.2508,32.6942,52.43,53,10,1.72,clear sky
523,Waipawa,NZ,-41.4122,175.5153,55.02,97,100,9.15,overcast clouds
524,Ushibuka,JP,32.1906,130.0228,65.55,60,100,7.58,light rain
525,Haicheng,CN,40.8516,122.7475,53.42,80,21,1.95,few clouds
526,Sumenep,ID,-7.0167,113.8667,83.82,75,99,7.76,overcast clouds
527,Lavrentiya,RU,65.5833,-171.0,7.88,80,100,11.97,overcast clouds
528,Palatka,US,29.6486,-81.6376,66.97,82,100,14.18,overcast clouds
529,Hay River,CA,60.8156,-115.7999,35.58,87,90,3.44,overcast clouds
530,Rzeszow,PL,50.0413,21.999,44.33,87,40,9.22,scattered clouds
531,Novobirilyussy,RU,56.9514,90.6661,21.99,92,100,14.36,light snow
532,Kizukuri,JP,40.8061,140.3861,57.94,75,16,4.85,few clouds
533,Nuevo Progreso,MX,23.1667,-97.95,77.59,60,59,5.99,broken clouds
534,Villa Juarez,MX,24.6536,-107.5411,80.24,54,40,7.7,scattered clouds
535,Heihe,CN,50.2441,127.4902,16.38,46,100,13.62,snow
536,Butembo,CD,0.15,29.2833,57.4,98,96,0.51,light rain
537,Sao Miguel Do Guama,BR,-1.6267,-47.4833,78.58,80,99,6.08,overcast clouds
538,Ustye,RU,59.6304,39.736,47.61,77,100,15.82,overcast clouds
539,Maldonado,UY,-34.6667,-54.9167,56.59,75,100,15.64,overcast clouds
540,Hegang,CN,47.4,130.3667,35.73,72,88,15.86,overcast clouds
541,Santiago Del Estero,AR,-27.7951,-64.2615,57.27,49,100,15.37,overcast clouds
542,Faya,SA,18.3851,42.4509,57.31,54,23,2.37,few clouds
543,Sungairaya,ID,0.7,108.9,80.15,83,99,1.07,overcast clouds
544,Nakusp,CA,50.2499,-117.8023,44.47,100,94,2.3,overcast clouds
545,Nishihara,JP,26.1842,127.7558,76.68,78,75,17.27,broken clouds
546,Anastacio,BR,-20.4836,-55.8069,76.98,79,79,2.57,broken clouds
547,Izhma,RU,65.0083,53.9113,34.9,98,100,12.57,light rain
548,Murgab,TM,37.4966,61.9714,24.67,63,7,0.0,clear sky
549,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,73,75,11.99,broken clouds
550,Aklavik,CA,68.2191,-135.0107,20.23,93,90,9.22,mist
551,Gilgit,PK,35.9221,74.3087,46.54,80,84,2.3,broken clouds
552,Bratsk,RU,56.1325,101.6142,18.09,63,99,13.67,overcast clouds
553,Jinji,CN,23.2281,110.8261,74.3,86,1,1.99,clear sky
554,Lucapa,AO,-8.4192,20.7447,65.34,86,92,1.52,overcast clouds
555,Guadalajara,MX,20.6667,-103.3333,69.22,45,41,0.94,scattered clouds
556,Shirokiy,RU,49.758,129.523,23.14,83,100,9.24,snow
557,Homer,US,59.6425,-151.5483,37.29,75,1,8.05,clear sky
558,West Bay,KY,19.3667,-81.4167,80.67,88,75,1.99,broken clouds
559,Zhangye,CN,38.9342,100.4517,15.62,90,100,5.35,light snow
560,Bereda,ES,43.2686,-7.5406,51.91,89,87,3.49,overcast clouds
561,Buzmeyin,TM,38.0507,58.2056,31.73,64,43,4.61,scattered clouds
562,Kapoeta,SS,4.7717,33.5903,80.89,43,95,4.14,light rain
563,Yulara,AU,-25.2406,130.9889,84.04,48,34,8.05,scattered clouds
564,Qaqortoq,GL,60.7167,-46.0333,27.1,89,100,6.78,overcast clouds
565,Alice Springs,AU,-23.7,133.8833,87.35,35,18,4.61,few clouds
566,Sortova,PA,8.55,-82.65,77.76,94,85,2.04,overcast clouds
567,Kendari,ID,-3.945,122.4989,78.66,89,99,2.28,overcast clouds
568,Bandarbeyla,SO,9.4942,50.8122,75.76,78,2,4.9,clear sky
569,Fallon,US,39.4735,-118.7774,66.45,30,75,5.75,broken clouds
570,Borkenes,NO,68.774,16.1739,39.96,100,100,5.41,overcast clouds
571,Yumen,CN,40.2833,97.2,12.72,91,100,8.43,light snow
572,Moose Factory,CA,51.2585,-80.6094,46.4,66,75,12.66,broken clouds
573,Grants,US,35.1473,-107.8514,68.23,13,1,8.05,clear sky
574,Narayanpet,IN,16.7333,77.5,70.84,85,32,6.15,scattered clouds
575,Mutis,CO,6.2262,-77.4044,78.3,85,79,3.27,broken clouds
576,Okhotsk,RU,59.3833,143.3,32.76,98,100,14.79,snow
577,Ust-Ishim,RU,57.6935,71.1665,31.57,88,100,9.08,overcast clouds
578,Noumea,NC,-22.2763,166.4572,77.0,99,94,11.14,overcast clouds
579,Severo-Kurilsk,RU,50.6789,156.125,37.47,76,98,15.39,overcast clouds
580,Dumai,ID,1.6833,101.45,75.9,96,100,0.78,overcast clouds
581,Ixtapa,MX,20.7,-105.2,78.78,84,44,3.22,scattered clouds
582,Verkhnevilyuysk,RU,63.4453,120.3167,13.05,90,100,10.56,overcast clouds
583,Belyy Yar,RU,53.6039,91.3903,26.49,86,75,15.66,light shower snow
584,Porbandar,IN,21.6422,69.6093,77.95,40,66,10.56,broken clouds
585,Kitami,JP,43.8031,143.8908,44.06,84,99,2.35,overcast clouds
586,Preobrazheniye,RU,42.9019,133.9064,51.22,75,54,6.08,broken clouds
587,Erenhot,CN,43.6475,111.9767,13.87,88,100,13.56,light snow
588,Ughelli,NG,5.4899,6.0074,75.72,96,96,3.38,overcast clouds
589,Ekibastuz,KZ,51.6667,75.3667,25.2,56,90,17.56,overcast clouds
590,Mogadishu,SO,2.0371,45.3438,78.39,82,14,10.69,few clouds
591,Rach Gia,VN,10.0167,105.0833,78.75,89,97,7.61,overcast clouds
592,Olinda,BR,-8.0089,-34.8553,82.13,74,20,9.22,few clouds
593,Rio Grande,BR,-32.035,-52.0986,65.95,95,100,11.1,light rain
594,Tautira,PF,-17.7333,-149.15,84.22,73,90,5.46,overcast clouds
595,Sai Buri,TH,6.7013,101.6168,78.96,87,100,4.16,overcast clouds
596,Quirinopolis,BR,-18.4483,-50.4517,82.04,51,47,4.9,scattered clouds
597,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,71.26,90,97,2.48,overcast clouds
598,Boda,CF,4.3189,17.4695,71.33,91,71,3.2,broken clouds
599,George,ZA,-33.963,22.4617,56.75,82,90,2.3,overcast clouds
600,Muroto,JP,33.2833,134.15,57.24,60,82,13.67,broken clouds
601,Khani,GE,41.9563,42.9566,53.17,67,10,5.77,clear sky
602,Tsogni,GA,-2.7942,10.0988,75.9,88,100,4.18,overcast clouds
603,Raudeberg,NO,61.9875,5.1352,45.27,81,51,4.0,broken clouds
604,Iwaki,JP,37.05,140.8833,61.34,80,0,4.27,clear sky
605,Kwinana,AU,-32.25,115.7667,62.82,68,57,10.76,broken clouds
606,Port Keats,AU,-14.25,129.55,89.49,58,64,4.97,broken clouds
607,Balykshi,KZ,47.0667,51.8667,26.6,54,0,15.66,clear sky
608,Dawlatabad,AF,36.4141,64.9053,34.02,22,17,2.86,few clouds
609,Puerto Colombia,CO,10.9878,-74.9547,82.49,80,93,7.27,overcast clouds
610,Narva-Joesuu,EE,59.4589,28.0408,44.53,84,99,14.14,overcast clouds
611,Kharabali,RU,47.4196,47.2568,38.46,52,8,13.31,clear sky
612,Huron,US,41.1501,-82.5499,42.26,76,0,5.12,clear sky
613,Coquimbo,CL,-29.9533,-71.3436,56.93,82,40,8.05,scattered clouds
614,Cerqueira Cesar,BR,-23.0356,-49.1661,68.43,79,58,7.07,broken clouds
615,Roxana,CR,10.2753,-83.7513,82.47,98,92,2.15,overcast clouds
616,Kailua,US,21.4022,-157.7394,87.78,72,90,10.36,light rain
617,Nalut,LY,30.3333,10.85,74.62,17,84,13.18,broken clouds
618,Veraval,IN,20.9,70.3667,78.62,42,82,9.78,broken clouds
619,Jambi,ID,-1.6,103.6167,74.35,98,100,3.89,moderate rain
620,Tatawin,TN,32.9297,10.4518,68.88,90,100,5.75,overcast clouds
621,Sebring,US,27.4956,-81.4409,73.11,94,90,3.44,overcast clouds
622,Najran,SA,17.4924,44.1277,59.65,28,26,1.72,scattered clouds
623,Kamaishi,JP,39.2667,141.8833,40.15,76,18,1.36,few clouds
624,Ugoofaaru,MV,5.6667,73.0,81.63,79,99,16.31,overcast clouds
625,Wenling,CN,28.3669,121.36,69.91,92,99,3.83,light rain
626,Ilhabela,BR,-23.7781,-45.3581,68.97,87,30,5.12,scattered clouds
627,Honiara,SB,-9.4333,159.95,86.61,64,50,4.14,scattered clouds
628,Kabo,CF,7.6994,18.629,72.36,90,78,3.65,broken clouds
629,Oudtshoorn,ZA,-33.5907,22.2014,55.76,75,98,4.07,overcast clouds
630,Grenada,ES,37.1882,-3.6067,51.91,79,0,1.99,clear sky
631,Bogorodskoye,RU,56.55,37.8833,49.01,79,100,14.65,overcast clouds
632,Bandarban,BD,22.1965,92.2262,61.74,89,30,2.15,scattered clouds
633,Llanes,ES,43.4198,-4.7549,49.89,76,56,5.28,broken clouds
634,Suba,PH,10.8438,121.0102,82.69,78,94,10.11,overcast clouds
635,Senges,BR,-24.1128,-49.4636,69.46,91,83,5.48,broken clouds
636,Metz,FR,49.1191,6.1727,45.84,100,72,3.44,broken clouds
637,Tucuma,BR,-0.1833,-50.05,79.32,82,81,8.19,broken clouds
638,Nyahururu,KE,0.0421,36.3673,52.79,78,30,4.81,scattered clouds
639,Dataganj,IN,28.0333,79.4,64.36,52,51,5.1,broken clouds
640,Qesarya,IL,32.5189,34.9046,69.24,46,0,9.06,clear sky
641,Lac Du Bonnet,CA,50.2536,-96.0612,45.57,81,99,7.83,overcast clouds
642,Narnaund,IN,29.2167,76.15,66.31,32,25,4.9,scattered clouds
643,Hakkari,TR,37.5833,44.1667,41.11,81,30,6.46,scattered clouds
644,Kanniyakumari,IN,8.0833,77.5667,79.05,84,93,11.7,overcast clouds
645,Tessalit,ML,20.1986,1.0114,81.54,15,0,7.29,clear sky
646,Merauke,ID,-8.4667,140.3333,85.64,63,81,7.34,broken clouds
647,Rorvik,NO,64.8621,11.2373,45.1,62,94,28.36,light rain
648,Sangar,RU,63.9242,127.4739,0.25,97,100,8.72,light snow
649,Margate,GB,51.3813,1.3862,49.03,77,65,1.99,broken clouds
650,Pingzhuang,CN,42.0372,119.2889,33.78,42,49,15.46,scattered clouds
651,Vorkuta,RU,67.5,64.0,25.38,97,100,10.65,light snow
652,Odweyne,SO,9.4092,45.064,67.21,25,2,7.05,clear sky
653,Boromo,BF,11.75,-2.9333,83.7,29,10,5.77,clear sky
654,Bowen,AU,-20.0167,148.2333,80.82,66,50,12.82,scattered clouds
655,Bud,US,39.447,-86.1758,46.24,76,0,5.19,clear sky
656,Chapais,CA,49.7834,-74.8492,38.98,83,70,10.67,broken clouds
657,Turayf,SA,31.6725,38.6637,57.45,51,0,11.5,clear sky
658,Batagay,RU,67.6333,134.6333,0.73,93,37,4.88,scattered clouds
659,Chernyshevskiy,RU,63.0128,112.4714,11.7,89,100,13.31,overcast clouds
660,Kingsville,US,27.5159,-97.8561,68.41,57,20,6.91,few clouds
661,Winneba,GH,5.3511,-0.6231,78.75,86,73,7.0,broken clouds
662,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,85,100,18.88,overcast clouds
663,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.37,85,2,6.53,clear sky
664,Mtimbira,TZ,-8.7833,36.35,75.29,62,54,3.47,broken clouds
665,Yavas,RU,54.4159,42.8491,50.58,83,100,15.5,overcast clouds
666,Novyy Buh,UA,47.6931,32.5216,53.82,87,92,8.52,overcast clouds
667,Huarmey,PE,-10.0681,-78.1522,65.7,83,27,7.94,scattered clouds
668,Jiaojiang,CN,28.6803,121.4428,70.0,91,89,3.89,overcast clouds
669,Sur,OM,22.5667,59.5289,75.25,58,50,7.83,scattered clouds
670,Alta Floresta,BR,-9.8756,-56.0861,72.1,95,98,2.01,heavy intensity rain
671,Anloga,GH,5.7947,0.8973,73.62,80,100,9.04,overcast clouds
672,Vostok,RU,46.4856,135.8833,41.11,58,79,4.12,broken clouds
673,Haines Junction,CA,60.7522,-137.5108,30.15,86,99,0.0,overcast clouds
674,Swellendam,ZA,-34.0226,20.4417,50.38,78,81,2.17,broken clouds
675,Roma,US,43.2128,-75.4557,40.86,82,1,0.0,clear sky
676,Tambilil,PH,5.9622,124.6697,84.78,70,63,1.59,broken clouds
677,Kangaba,ML,11.9333,-8.4167,80.33,49,22,2.42,few clouds
678,Ahipara,NZ,-35.1667,173.1667,65.21,78,17,6.13,few clouds
679,Machali,CL,-34.1833,-70.6667,76.28,29,0,9.22,clear sky
680,Birobidzhan,RU,48.8,132.95,37.17,90,72,2.71,broken clouds
681,Antsohihy,MG,-14.8796,47.9875,76.8,86,27,1.7,light rain
682,Kimbe,PG,-5.5502,150.1429,89.65,51,58,1.54,broken clouds
683,Fort Saint James,CA,54.4333,-124.25,37.54,90,100,4.52,overcast clouds
684,Puruliya,IN,23.3333,86.3667,63.09,62,51,5.93,broken clouds
685,Tukums,LV,56.9669,23.1553,42.15,79,96,10.33,overcast clouds
686,Saint Anthony,US,45.0205,-93.218,58.3,59,1,5.99,clear sky
687,Valparaiso,CL,-33.0393,-71.6273,56.84,71,0,11.5,clear sky
688,Galatina,IT,40.174,18.1682,66.54,95,75,2.3,broken clouds
689,Jumla,NP,29.2747,82.1838,39.96,41,9,4.59,clear sky
690,Bundaberg,AU,-24.85,152.35,80.22,59,90,5.01,overcast clouds
691,Siocon,PH,7.7061,122.1353,82.44,79,22,3.22,few clouds
692,Kaarina,FI,60.4072,22.369,42.03,95,75,8.05,broken clouds
693,Unity,CA,52.4501,-109.1682,39.25,60,10,6.38,clear sky
694,Cordoba,AR,-31.4135,-64.1811,56.75,56,0,4.0,clear sky
695,Dicabisagan,PH,17.0818,122.4157,82.18,77,8,3.15,clear sky
696,Yakeshi,CN,49.2833,120.7333,11.01,41,50,11.34,scattered clouds
697,Tanem,NO,63.3078,10.4319,39.13,93,100,15.37,overcast clouds
698,Cuajinicuilapa,MX,16.4667,-98.4167,78.21,81,73,3.58,broken clouds
699,Wajima,JP,37.4,136.9,59.68,77,20,5.75,few clouds
700,Hibbing,US,47.4272,-92.9377,52.95,58,1,8.05,clear sky
701,Papetoai,PF,-17.4961,-149.8729,83.79,71,100,6.53,overcast clouds
702,Bahia Blanca,AR,-38.7196,-62.2724,55.76,37,95,9.33,overcast clouds
